"","Cellulomonas_unclassified","Atopobium_unclassified","Olsenella_umbonata","Olsenella_unclassified","Olegusella_massiliensis","Olegusella_unclassified","Arabia_unclassified","Eggerthella_unclassified","Gordonibacter_unclassified","Anaerorhabdus_unclassified","Bacteroides_caecimuris","Bacteroides_dorei","Bacteroides_faecichinchillae","Bacteroides_paurosaccharolyticus","Bacteroides_unclassified","Bacteroides_uniformis","Bacteroides_vulgatus","Duncaniella_sp._C9","Duncaniella_unclassified","Muribaculum_intestinale","Muribaculum_sp._H5","Muribaculum_sp._TLL-A4","Muribaculum_unclassified","Culturomica_unclassified","Odoribacter_unclassified","Paraprevotella_unclassified","Prevotella_copri","Prevotella_denticola","Prevotella_marshii","Prevotella_scopos","Prevotella_unclassified","Alistipes_sp._Marseille-P5997","Alistipes_unclassified","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_sp._CT06","Parabacteroides_unclassified","Candidatus_Azobacteroides_unclassified","Rufibacter_unclassified","Blattabacterium_sp._[Mastotermes_darwiniensis]","Alicyclobacillus_unclassified","Bacillus_unclassified","Paenibacillus_unclassified","Macrococcus_unclassified","Staphylococcus_unclassified","Enterococcus_unclassified","Christensenella_massiliensis","Christensenella_minuta","Christensenella_timonensis","Butyricicoccus_unclassified","Clostridium_phoceensis","Clostridium_unclassified","Massilioclostridium_unclassified","Clostridiales_unclassified","Eubacterium_coprostanoligenes","Hungateiclostridium_unclassified","Mageeibacillus_unclassified","Pseudobacteroides_unclassified","Pseudoclostridium_unclassified","Ruminiclostridium_unclassified","Thermoclostridium_unclassified","Hungateiclostridiaceae_bacterium_KB18","Butyrivibrio_unclassified","Dorea_unclassified","Lachnoclostridium_unclassified","Niameybacter_unclassified","Oscillibacter_unclassified","Oscillibacter_valericigenes","Anaerotruncus_unclassified","Angelakisella_unclassified","Bittarella_unclassified","Faecalibacterium_unclassified","Fournierella_unclassified","Ruminococcaceae_unclassified","Ruminococcus_unclassified","Ruthenibacterium_unclassified","Monoglobus_unclassified","Allobaculum_stercoricanis","Allobaculum_unclassified","Bulleidia_unclassified","[Clostridium]_cocleatum","Erysipelothrix_unclassified","Faecalibaculum_unclassified","Faecalicoccus_unclassified","Faecalitalea_unclassified","Massiliomicrobiota_unclassified","Turicibacter_sp._H121","Turicibacter_unclassified","Peptoniphilus_unclassified","Urinacoccus_unclassified","Ezakiella_unclassified","Hoeflea_unclassified","Roseospirillum_unclassified","Sphingobium_unclassified","Pelistega_unclassified","Comamonadaceae_unclassified","Curvibacter_unclassified","Turicimonas_muris","Burkholderiales_bacterium_YL45","Aquaspirillum_unclassified","Mailhella_unclassified","Helicobacter_apodemus","Helicobacter_himalayensis","Enterobacteriaceae_unclassified","Escherichia_unclassified","Providencia_unclassified","Proteobacteria_unclassified","Akkermansia_muciniphila","Akkermansia_unclassified","Age","Strain","Genotype"
"X20_BKF_8927_1","0.0252643948","0.005","0.0","0.022082019","0.00000000","0.02272727","0.01980198","0.013245033","0.011235955","0.03333333","0.006651885","0.00000000","0.00000000","0.004119464","0.0048539069","0.000000000","0.070294785","0.0100967606","1.453703e-02","0.0168481078","0.0110311751","0.0152600436","1.185923e-02","0.001851852","0.0000000000","0.0202952030","0.01333333","0.00000000","0.030769231","0.00000000","1.415843e-02","0.009615385","0.0012965223","0.0016416510","0.02366127","0.0144641683","0.0030072173","0.060000000","0.0045636052","0.09090909","0.00000000","0.028571429","0.046296296","0.046875","0.043636364","0.012110727","0.00000000","0.02816901","0.04761905","0.017331023","0.01818182","0.0229958480","0.033670034","0.03515625","0.06060606","0.0133473832","0.064748201","0.021978022","0.0261437908","0.020958084","0.036231884","0.00","0.0211685013","0.053658537","0.003561888","0.051150895","0.0119730606","0.000000000","0.021108179","0.029126214","0.00000000","0.038152610","0.003717472","0.02857143","0.015214385","0.016806723","0.00000000","0.00000000","0.0104223064","0.000000000","0.0033200531","0.011331445","0.0144092219","0.023622047","0.032467532","0.0014110058","0.080892608","0.0468357959","0.15384615","0.02666667","0.15","0.01851852","0.008849558","0.1250","0.0000000","0.025","0.00000000","0.000000000","0.0022045855","0.05263158","0.0023331778","0.006451613","0.00000000","0.00000000","0.000000000","0.029411765","0.01666667","0.0403066813","0.041543027","20 Weeks","B6","KO"
"X20_BKF_8927_2","0.0176263220","0.020","0.0","0.009463722","0.05263158","0.00000000","0.00990099","0.013245033","0.011235955","0.03333333","0.002217295","0.00000000","0.00000000","0.013388260","0.0039656102","0.000000000","0.063492063","0.0084139672","1.241808e-02","0.0217729393","0.0127897682","0.0149486141","1.311994e-02","0.000000000","0.0006626905","0.0125051251","0.01333333","0.00000000","0.023076923","0.00000000","1.238571e-02","0.006410256","0.0012202563","0.0011726079","0.01494396","0.0170940171","0.0032076985","0.053333333","0.0051340559","0.13636364","0.00000000","0.010714286","0.009259259","0.031250","0.018181818","0.022491349","0.00000000","0.02816901","0.01587302","0.022530329","0.00000000","0.0221973810","0.013468013","0.01953125","0.04545455","0.0172110994","0.057553957","0.014652015","0.0264877881","0.023952096","0.000000000","0.00","0.0385266723","0.063414634","0.001780944","0.071611253","0.0147168870","0.009615385","0.026385224","0.027184466","0.00000000","0.044176707","0.000000000","0.05714286","0.009681881","0.033613445","0.00000000","0.00000000","0.0063616676","0.000000000","0.0019920319","0.012747875","0.0197612186","0.011811024","0.015151515","0.0016125781","0.086471409","0.0602174519","0.00000000","0.10666667","0.00","0.01851852","0.008849558","0.0625","0.0000000","0.000","0.05555556","0.000000000","0.0017636684","0.00000000","0.0065328978","0.000000000","0.00000000","0.00000000","0.000000000","0.029411765","0.01666667","0.0282584885","0.026706231","20 Weeks","B6","KO"
"X20_BKM_8719_1","0.0070505288","0.090","0.0","0.119873817","0.21052632","0.02272727","0.03960396","0.055187638","0.059925094","0.00000000","0.004434590","0.00000000","0.06666667","0.007209063","0.0038704356","0.000000000","0.000000000","0.0084139672","1.246735e-02","0.0150336962","0.0004796163","0.0161943320","1.357935e-02","0.009259259","0.0033134526","0.0233702337","0.13333333","0.00000000","0.023076923","0.00000000","1.658425e-02","0.009615385","0.0026693106","0.0003908693","0.00000000","0.0046022354","0.0028067362","0.026666667","0.0079863092","0.00000000","0.03448276","0.010714286","0.018518519","0.000000","0.010909091","0.008650519","0.00000000","0.00000000","0.03174603","0.015597920","0.00000000","0.0086234430","0.013468013","0.01171875","0.00000000","0.0056199508","0.000000000","0.007326007","0.0048159615","0.014970060","0.014492754","0.00","0.0084674005","0.009756098","0.011576135","0.017902813","0.0052382140","0.000000000","0.007915567","0.023300971","0.00000000","0.024096386","0.011152416","0.00000000","0.017980636","0.000000000","0.02020202","0.02941176","0.0711965349","0.000000000","0.0003320053","0.004249292","0.0366405928","0.070866142","0.030303030","0.0002015723","0.029288703","0.0100362420","0.00000000","0.06666667","0.00","0.00000000","0.017699115","0.0625","0.1111111","0.000","0.00000000","0.011461318","0.0180776014","0.00000000","0.0004666356","0.006451613","0.02247191","0.00000000","0.000000000","0.035294118","0.00000000","0.0133625411","0.008902077","20 Weeks","B6","KO"
"X20_BKM_8719_2","0.0047003525","0.060","0.1","0.050473186","0.21052632","0.02272727","0.02970297","0.026490066","0.041198502","0.00000000","0.006651885","0.00000000","0.00000000","0.006179197","0.0047904572","0.000000000","0.000000000","0.0033655869","1.034840e-02","0.0134784863","0.0001598721","0.0130800374","1.071604e-02","0.014814815","0.0159045726","0.0164001640","0.04000000","0.00000000","0.030769231","0.00000000","1.889345e-02","0.006410256","0.0038895668","0.0008599124","0.00000000","0.0078895464","0.0042101043","0.000000000","0.0062749572","0.00000000","0.00000000","0.014285714","0.037037037","0.015625","0.001818182","0.005190311","0.05555556","0.05633803","0.04761905","0.015597920","0.00000000","0.0114979240","0.006734007","0.01171875","0.03030303","0.0056199508","0.000000000","0.007326007","0.0013759890","0.029940120","0.007246377","0.00","0.0131244708","0.004878049","0.019145147","0.005115090","0.0059865303","0.000000000","0.018469657","0.019417476","0.00000000","0.014056225","0.003717472","0.00000000","0.015214385","0.016806723","0.00000000","0.04411765","0.0412831619","0.000000000","0.0000000000","0.008498584","0.0288184438","0.035433071","0.021645022","0.0002015723","0.030683403","0.0270420965","0.00000000","0.00000000","0.05","0.01851852","0.044247788","0.0000","0.0000000","0.000","0.00000000","0.008595989","0.0163139330","0.05263158","0.0000000000","0.012903226","0.03370787","0.00000000","0.000000000","0.023529412","0.00000000","0.0177437021","0.020771513","20 Weeks","B6","KO"
"X20_BKM_8859_1","0.0199764982","0.020","0.0","0.009463722","0.00000000","0.02272727","0.00990099","0.013245033","0.014981273","0.03333333","0.000000000","0.00000000","0.00000000","0.007209063","0.0066939501","0.000000000","0.043083900","0.0029448885","8.574385e-03","0.0062208398","0.0038369305","0.0021800062","8.344195e-03","0.000000000","0.0006626905","0.0137351374","0.00000000","0.00000000","0.000000000","0.00000000","1.271226e-02","0.003205128","0.0007626602","0.0017198249","0.02241594","0.0368178830","0.0050120289","0.046666667","0.0011409013","0.04545455","0.00000000","0.007142857","0.083333333","0.015625","0.100000000","0.006920415","0.00000000","0.00000000","0.03174603","0.015597920","0.00000000","0.0135739380","0.020202020","0.00781250","0.01515152","0.0112399017","0.086330935","0.018315018","0.0209838321","0.014970060","0.000000000","0.00","0.0177815411","0.004878049","0.002226180","0.012787724","0.0062359691","0.000000000","0.007915567","0.013592233","0.02898551","0.006024096","0.003717472","0.00000000","0.009681881","0.008403361","0.02020202","0.01470588","0.0230102870","0.023809524","0.0003320053","0.025495751","0.0131741457","0.019685039","0.041125541","0.0006047168","0.004184100","0.0345692779","0.07692308","0.04000000","0.00","0.00000000","0.035398230","0.0000","0.0000000","0.000","0.05555556","0.000000000","0.0000000000","0.00000000","0.0009332711","0.006451613","0.02247191","0.00000000","0.000000000","0.000000000","0.01666667","0.0258488499","0.032640950","20 Weeks","B6","KO"
"X20_BKM_8859_2","0.0223266745","0.010","0.0","0.006309148","0.05263158","0.02272727","0.00000000","0.004415011","0.022471910","0.03333333","0.000000000","0.00000000","0.00000000","0.011328527","0.0086291679","0.004587156","0.036281179","0.0071518721","8.919332e-03","0.0069984448","0.0073541167","0.0003114295","7.553580e-03","0.001851852","0.0019880716","0.0161951620","0.05333333","0.00000000","0.030769231","0.00000000","1.819369e-02","0.009615385","0.0019829164","0.0025015635","0.02366127","0.0552268245","0.0092221331","0.066666667","0.0028522533","0.04545455","0.03448276","0.003571429","0.083333333","0.093750","0.069090909","0.001730104","0.00000000","0.01408451","0.01587302","0.020797227","0.00000000","0.0204407538","0.030303030","0.01171875","0.00000000","0.0221285564","0.093525180","0.018315018","0.0268317853","0.014970060","0.000000000","0.05","0.0266723116","0.039024390","0.002226180","0.010230179","0.0107258668","0.009615385","0.013192612","0.019417476","0.15942029","0.028112450","0.000000000","0.00000000","0.040110650","0.008403361","0.01010101","0.02941176","0.0047374120","0.029761905","0.0000000000","0.046742210","0.0078221490","0.019685039","0.008658009","0.0008062891","0.001394700","0.0284360190","0.00000000","0.04000000","0.00","0.03703704","0.044247788","0.0000","0.0000000","0.025","0.00000000","0.000000000","0.0004409171","0.10526316","0.0032664489","0.025806452","0.03370787","0.00000000","0.000000000","0.023529412","0.00000000","0.0120481928","0.008902077","20 Weeks","B6","KO"
"X20_BKM_8860_1","0.0270270270","0.030","0.0","0.034700315","0.10526316","0.00000000","0.00990099","0.039735099","0.089887640","0.06666667","0.004434590","0.00000000","0.00000000","0.008238929","0.0063449764","0.009174312","0.083900227","0.0042069836","7.490268e-03","0.0020736133","0.0129496403","0.0006228589","5.203103e-03","0.007407407","0.0019880716","0.0200902009","0.02666667","0.00000000","0.015384615","0.00000000","1.977981e-02","0.009615385","0.0012202563","0.0045340838","0.08343711","0.0749506903","0.0152365678","0.020000000","0.0022818026","0.04545455","0.10344828","0.050000000","0.046296296","0.062500","0.080000000","0.005190311","0.00000000","0.04225352","0.06349206","0.032928943","0.00000000","0.0360907058","0.057239057","0.03515625","0.06060606","0.0611169652","0.057553957","0.007326007","0.0275197798","0.029940120","0.043478261","0.00","0.0321761219","0.039024390","0.006678540","0.043478261","0.0079820404","0.000000000","0.079155673","0.060194175","0.04347826","0.080321285","0.007434944","0.00000000","0.013831259","0.050420168","0.01010101","0.02941176","0.0254466703","0.035714286","0.0019920319","0.043909348","0.0440510498","0.019685039","0.023809524","0.0032251562","0.018131102","0.0144967940","0.00000000","0.08000000","0.05","0.01851852","0.008849558","0.0000","0.0000000","0.025","0.00000000","0.000000000","0.0000000000","0.15789474","0.0102659823","0.006451613","0.00000000","0.00000000","0.000000000","0.005882353","0.01666667","0.0100766703","0.002967359","20 Weeks","B6","KO"
"X20_BKM_8860_2","0.0446533490","0.025","0.0","0.003154574","0.00000000","0.02272727","0.00000000","0.004415011","0.026217228","0.00000000","0.000000000","0.00000000","0.06666667","0.007209063","0.0031090384","0.000000000","0.036281179","0.0012620951","3.646578e-03","0.0018144116","0.0063948841","0.0015571473","3.536400e-03","0.001851852","0.0026507621","0.0159901599","0.02666667","0.00000000","0.023076923","0.00000000","1.551129e-02","0.000000000","0.0011439902","0.0041432145","0.04358655","0.0585141354","0.0082197273","0.006666667","0.0017113520","0.00000000","0.00000000","0.057142857","0.000000000","0.031250","0.034545455","0.005190311","0.00000000","0.01408451","0.03174603","0.006932409","0.00000000","0.0349728521","0.010101010","0.00390625","0.01515152","0.0491745697","0.050359712","0.007326007","0.0120399037","0.023952096","0.036231884","0.00","0.0376799323","0.004878049","0.002671416","0.040920716","0.0029932652","0.000000000","0.007915567","0.007766990","0.04347826","0.008032129","0.011152416","0.00000000","0.006915629","0.025210084","0.01010101","0.01470588","0.0134001083","0.035714286","0.0003320053","0.019830028","0.0045286126","0.007874016","0.015151515","0.0020157226","0.004184100","0.0072483970","0.07692308","0.00000000","0.00","0.00000000","0.008849558","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0069995334","0.000000000","0.00000000","0.00000000","0.000000000","0.035294118","0.00000000","0.0056955093","0.002967359","20 Weeks","B6","KO"
"X20_BWF_8754_1","0.0005875441","0.005","0.0","0.012618297","0.00000000","0.02272727","0.00000000","0.008830022","0.000000000","0.00000000","0.004434590","0.00000000","0.06666667","0.002059732","0.0013324450","0.004587156","0.002267574","0.0029448885","7.096043e-03","0.0357698289","0.0025579536","0.0046714419","8.824975e-03","0.001851852","0.0053015242","0.0086100861","0.00000000","0.00000000","0.030769231","0.00000000","4.735025e-03","0.003205128","0.0073978035","0.0047686054","0.00000000","0.0000000000","0.0048115477","0.006666667","0.0034227039","0.00000000","0.03448276","0.017857143","0.009259259","0.000000","0.003636364","0.001730104","0.00000000","0.01408451","0.00000000","0.005199307","0.01818182","0.0145320984","0.006734007","0.00781250","0.00000000","0.0238847910","0.000000000","0.000000000","0.0247678019","0.011976048","0.028985507","0.00","0.0160880610","0.014634146","0.005788068","0.005115090","0.0037415814","0.000000000","0.023746702","0.013592233","0.00000000","0.012048193","0.007434944","0.02857143","0.002766252","0.008403361","0.01010101","0.07352941","0.0304547916","0.005952381","0.0049800797","0.015580737","0.0255249074","0.015748031","0.043290043","0.0026204394","0.012552301","0.0225815445","0.00000000","0.00000000","0.00","0.00000000","0.017699115","0.0000","0.0000000","0.000","0.00000000","0.031518625","0.0286596120","0.00000000","0.0037330845","0.000000000","0.00000000","0.00000000","0.000000000","0.011764706","0.00000000","0.0109529025","0.002967359","20 Weeks","B6","WT"
"X20_BWF_8754_2","0.0005875441","0.025","0.0","0.025236593","0.00000000","0.02272727","0.00000000","0.026490066","0.011235955","0.06666667","0.006651885","0.00000000","0.00000000","0.003089598","0.0038704356","0.004587156","0.000000000","0.0029448885","1.217168e-02","0.0419906687","0.0020783373","0.0046714419","1.183786e-02","0.016666667","0.0079522863","0.0170151702","0.00000000","0.00000000","0.000000000","0.00000000","6.181191e-03","0.012820513","0.0144142770","0.0075046904","0.00000000","0.0000000000","0.0090216520","0.026666667","0.0079863092","0.09090909","0.06896552","0.064285714","0.009259259","0.015625","0.005454545","0.008650519","0.00000000","0.02816901","0.00000000","0.015597920","0.00000000","0.0202810604","0.043771044","0.00781250","0.04545455","0.0217773094","0.007194245","0.003663004","0.0254557964","0.011976048","0.014492754","0.00","0.0385266723","0.058536585","0.013357079","0.010230179","0.0169618359","0.028846154","0.036939314","0.033009709","0.00000000","0.020080321","0.007434944","0.02857143","0.030428769","0.117647059","0.03030303","0.01470588","0.0330265295","0.005952381","0.0106241700","0.019830028","0.0271716756","0.015748031","0.045454545","0.0028220117","0.019525802","0.0203512685","0.00000000","0.00000000","0.00","0.00000000","0.008849558","0.0000","0.0000000","0.025","0.16666667","0.025787966","0.0348324515","0.00000000","0.0065328978","0.032258065","0.05617978","0.01369863","0.000000000","0.005882353","0.00000000","0.0236582694","0.008902077","20 Weeks","B6","WT"
"X20_BWF_8755_1","0.0000000000","0.010","0.1","0.022082019","0.00000000","0.00000000","0.01980198","0.017660044","0.007490637","0.00000000","0.006651885","0.00000000","0.00000000","0.005149331","0.0034262872","0.013761468","0.000000000","0.0075725705","1.601537e-02","0.0308449974","0.0036770584","0.0137028963","1.357935e-02","0.005555556","0.0092776673","0.0198851989","0.00000000","0.00000000","0.015384615","0.00000000","7.627356e-03","0.006410256","0.0122788286","0.0048467792","0.00000000","0.0000000000","0.0042101043","0.006666667","0.0074158585","0.00000000","0.00000000","0.000000000","0.018518519","0.015625","0.001818182","0.006920415","0.00000000","0.00000000","0.00000000","0.013864818","0.00000000","0.0068668157","0.003367003","0.01171875","0.00000000","0.0115911486","0.000000000","0.003663004","0.0030959752","0.005988024","0.000000000","0.00","0.0105842506","0.004878049","0.007569012","0.000000000","0.0064854078","0.009615385","0.034300792","0.003883495","0.00000000","0.002008032","0.011152416","0.00000000","0.000000000","0.033613445","0.02020202","0.02941176","0.0337033027","0.000000000","0.0053120850","0.008498584","0.0197612186","0.031496063","0.034632035","0.0002015723","0.033472803","0.0164482855","0.00000000","0.01333333","0.05","0.01851852","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.011461318","0.0352733686","0.00000000","0.0004666356","0.006451613","0.01123596","0.00000000","0.000000000","0.000000000","0.00000000","0.0166484118","0.023738872","20 Weeks","B6","WT"
"X20_BWF_8755_2","0.0000000000","0.020","0.1","0.078864353","0.00000000","0.04545455","0.01980198","0.030905077","0.007490637","0.03333333","0.008869180","0.00000000","0.00000000","0.002059732","0.0046635576","0.004587156","0.000000000","0.0214556163","2.350564e-02","0.0546915500","0.0075139888","0.0270943631","2.463728e-02","0.005555556","0.0106030484","0.0340303403","0.00000000","0.00000000","0.023076923","0.00000000","1.159265e-02","0.025641026","0.0175411836","0.0079737336","0.00000000","0.0000000000","0.0082197273","0.020000000","0.0233884769","0.00000000","0.06896552","0.014285714","0.000000000","0.000000","0.003636364","0.015570934","0.00000000","0.01408451","0.00000000","0.034662045","0.00000000","0.0078249760","0.013468013","0.00781250","0.00000000","0.0245872849","0.000000000","0.000000000","0.0051599587","0.011976048","0.007246377","0.00","0.0088907705","0.009756098","0.019145147","0.000000000","0.0067348466","0.000000000","0.034300792","0.001941748","0.00000000","0.010040161","0.037174721","0.00000000","0.006915629","0.025210084","0.03030303","0.10294118","0.0634813211","0.005952381","0.0073041169","0.007082153","0.0444627419","0.027559055","0.097402597","0.0008062891","0.046025105","0.0301087260","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.025","0.00000000","0.083094556","0.0877425044","0.00000000","0.0055996267","0.012903226","0.02247191","0.01369863","0.000000000","0.005882353","0.00000000","0.0142387733","0.029673591","20 Weeks","B6","WT"
"X20_BWF_8852_1","0.0000000000","0.000","0.0","0.003154574","0.00000000","0.00000000","0.00000000","0.000000000","0.003745318","0.00000000","0.004434590","0.00000000","0.00000000","0.001029866","0.0024428159","0.000000000","0.002267574","0.0109381573","1.414281e-02","0.0238465526","0.0180655476","0.0077857365","1.317336e-02","0.003703704","0.0039761431","0.0073800738","0.00000000","0.00000000","0.030769231","0.00000000","1.243236e-02","0.003205128","0.0037370348","0.0028924328","0.00000000","0.0000000000","0.0036086608","0.000000000","0.0045636052","0.00000000","0.00000000","0.021428571","0.000000000","0.000000","0.000000000","0.005190311","0.00000000","0.00000000","0.00000000","0.005199307","0.00000000","0.0033535612","0.006734007","0.00781250","0.00000000","0.0024587285","0.000000000","0.000000000","0.0010319917","0.002994012","0.007246377","0.00","0.0008467401","0.000000000","0.004897596","0.012787724","0.0039910202","0.019230769","0.002638522","0.001941748","0.00000000","0.002008032","0.003717472","0.00000000","0.004149378","0.008403361","0.00000000","0.02941176","0.0129940444","0.000000000","0.0013280212","0.004249292","0.0234664471","0.055118110","0.030303030","0.0002015723","0.034867503","0.0225815445","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.025","0.00000000","0.002865330","0.0026455026","0.00000000","0.0051329911","0.012903226","0.01123596","0.00000000","0.000000000","0.005882353","0.03333333","0.0037239869","0.002967359","20 Weeks","B6","WT"
"X20_BWF_8852_2","0.0000000000","0.005","0.0","0.003154574","0.00000000","0.00000000","0.00000000","0.000000000","0.003745318","0.00000000","0.006651885","0.00000000","0.00000000","0.000000000","0.0019352178","0.000000000","0.000000000","0.0071518721","1.054551e-02","0.0266977709","0.0230215827","0.0074743071","1.363277e-02","0.007407407","0.0013253810","0.0047150472","0.00000000","0.00000000","0.023076923","0.00000000","6.111215e-03","0.009615385","0.0047284930","0.0038305191","0.00124533","0.0000000000","0.0040096231","0.000000000","0.0039931546","0.00000000","0.03448276","0.007142857","0.000000000","0.000000","0.001818182","0.000000000","0.00000000","0.00000000","0.00000000","0.001733102","0.01818182","0.0038326413","0.000000000","0.00000000","0.00000000","0.0010537408","0.000000000","0.003663004","0.0010319917","0.005988024","0.000000000","0.00","0.0004233700","0.000000000","0.006233304","0.002557545","0.0024943876","0.009615385","0.002638522","0.000000000","0.00000000","0.002008032","0.000000000","0.00000000","0.004149378","0.000000000","0.00000000","0.02941176","0.0109637250","0.000000000","0.0009960159","0.000000000","0.0279950597","0.035433071","0.010822511","0.0006047168","0.029288703","0.0298299415","0.00000000","0.00000000","0.00","0.01851852","0.000000000","0.0625","0.0000000","0.000","0.00000000","0.000000000","0.0022045855","0.00000000","0.0121325245","0.045161290","0.02247191","0.00000000","0.000000000","0.000000000","0.00000000","0.0017524644","0.000000000","20 Weeks","B6","WT"
"X20_BWM_8745_1","0.0023501763","0.020","0.0","0.003154574","0.05263158","0.09090909","0.05940594","0.024282561","0.014981273","0.06666667","0.017738359","0.00000000","0.00000000","0.000000000","0.0039021605","0.000000000","0.002267574","0.0008413967","1.113685e-02","0.0077760498","0.0000000000","0.0323886640","1.613282e-02","0.000000000","0.0019880716","0.0067650677","0.01333333","0.00000000","0.015384615","0.00000000","1.362194e-02","0.000000000","0.0015253203","0.0087554722","0.00622665","0.0006574622","0.0092221331","0.000000000","0.0034227039","0.00000000","0.03448276","0.017857143","0.009259259","0.015625","0.003636364","0.000000000","0.00000000","0.01408451","0.03174603","0.019064125","0.03636364","0.0191632066","0.010101010","0.02734375","0.00000000","0.0228310502","0.028776978","0.040293040","0.1069831441","0.005988024","0.014492754","0.00","0.0194750212","0.039024390","0.012911843","0.005115090","0.0099775505","0.028846154","0.015831135","0.013592233","0.00000000","0.020080321","0.011152416","0.02857143","0.011065007","0.008403361","0.05050505","0.01470588","0.1499729291","0.089285714","0.0056440903","0.007082153","0.0510498147","0.031496063","0.023809524","0.0018141504","0.004184100","0.0041817675","0.00000000","0.00000000","0.10","0.01851852","0.017699115","0.0000","0.0000000","0.075","0.05555556","0.025787966","0.0198412698","0.00000000","0.0000000000","0.012903226","0.00000000","0.00000000","0.000000000","0.017647059","0.00000000","0.0118291347","0.005934718","20 Weeks","B6","WT"
"X20_BWM_8745_2","0.0047003525","0.015","0.0","0.000000000","0.00000000","0.04545455","0.07920792","0.024282561","0.011235955","0.00000000","0.002217295","0.00000000","0.06666667","0.003089598","0.0059642778","0.004587156","0.000000000","0.0025241902","7.243877e-03","0.0116640747","0.0001598721","0.0199314855","1.209428e-02","0.001851852","0.0033134526","0.0059450595","0.01333333","0.00000000","0.015384615","0.00000000","9.843254e-03","0.003205128","0.0031269067","0.0150093809","0.00498132","0.0000000000","0.0116279070","0.000000000","0.0028522533","0.00000000","0.00000000","0.007142857","0.009259259","0.000000","0.003636364","0.000000000","0.00000000","0.02816901","0.03174603","0.012131716","0.00000000","0.0132545513","0.000000000","0.01171875","0.00000000","0.0221285564","0.007194245","0.040293040","0.0601995184","0.005988024","0.043478261","0.00","0.0241320914","0.039024390","0.009795191","0.002557545","0.0034921427","0.000000000","0.010554090","0.001941748","0.01449275","0.020080321","0.003717472","0.02857143","0.002766252","0.008403361","0.01010101","0.04411765","0.0178668110","0.065476190","0.0006640106","0.014164306","0.0119390696","0.007874016","0.010822511","0.0008062891","0.001394700","0.0041817675","0.00000000","0.00000000","0.05","0.00000000","0.017699115","0.0625","0.0000000","0.050","0.00000000","0.025787966","0.0194003527","0.00000000","0.0004666356","0.025806452","0.00000000","0.00000000","0.000000000","0.017647059","0.00000000","0.0267250821","0.032640950","20 Weeks","B6","WT"
"X20_BWM_8747_1","0.0323149236","0.020","0.0","0.006309148","0.05263158","0.04545455","0.03960396","0.024282561","0.007490637","0.03333333","0.000000000","0.00000000","0.06666667","0.000000000","0.0054566797","0.009174312","0.000000000","0.0084139672","1.350219e-02","0.0093312597","0.0003197442","0.0133914668","1.694481e-02","0.005555556","0.0026507621","0.0098400984","0.00000000","0.00000000","0.023076923","0.00000000","1.420508e-02","0.003205128","0.0051098231","0.0111788618","0.00124533","0.0013149244","0.0144346431","0.020000000","0.0079863092","0.00000000","0.00000000","0.003571429","0.018518519","0.000000","0.003636364","0.000000000","0.00000000","0.01408451","0.03174603","0.012131716","0.00000000","0.0142127116","0.003367003","0.01953125","0.00000000","0.0245872849","0.035971223","0.029304029","0.0385276918","0.011976048","0.014492754","0.00","0.0148179509","0.014634146","0.003561888","0.023017903","0.0059865303","0.000000000","0.002638522","0.003883495","0.01449275","0.008032129","0.000000000","0.00000000","0.006915629","0.016806723","0.02020202","0.01470588","0.0152950731","0.113095238","0.0000000000","0.005665722","0.0057636888","0.011811024","0.004329004","0.0018141504","0.022315202","0.0426540284","0.00000000","0.01333333","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.075","0.00000000","0.002865330","0.0035273369","0.05263158","0.0000000000","0.038709677","0.01123596","0.00000000","0.000000000","0.000000000","0.00000000","0.0074479737","0.005934718","20 Weeks","B6","WT"
