Order,Sample,count,Age,Strain,Phenotype,Sex,Class
Rhizobiales,AK11,0,20 Weeks,AJ,KO,M,Alphaproteobacteria
Rhizobiales,AK12,0.002118644,20 Weeks,AJ,KO,M,Alphaproteobacteria
Rhizobiales,AW1,0.004237288,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhizobiales,AW2,0.002118644,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhizobiales,AW3,0,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhizobiales,AW4,0,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhizobiales,AW5,0.002118644,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhizobiales,AW6,0.004237288,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhizobiales,AW7,0.006355932,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhizobiales,AW8,0.004237288,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhizobiales,AW9,0.046610169,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhizobiales,AW10,0.012711864,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhizobiales,AW11,0.012711864,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhizobiales,AW12,0.016949153,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhizobiales,BK1,0.006355932,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhizobiales,BK2,0,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhizobiales,BK3,0.019067797,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhizobiales,BK4,0.006355932,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhizobiales,BK5,0.025423729,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhizobiales,BK6,0.01059322,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhizobiales,BK7,0.014830508,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhizobiales,BK8,0.01059322,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhizobiales,BK9,0.042372881,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhizobiales,BK10,0.006355932,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhizobiales,BK11,0,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhizobiales,BK12,0.023305085,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhizobiales,BW1,0.05720339,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhizobiales,BW2,0,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhizobiales,BW3,0,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhizobiales,BW4,0.006355932,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhizobiales,BW5,0.012711864,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhizobiales,BW6,0.004237288,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhizobiales,BW7,0.099576271,20 Weeks,B6,WT,M,Alphaproteobacteria
Rhizobiales,BW8,0.036016949,20 Weeks,B6,WT,M,Alphaproteobacteria
Rhizobiales,BW9,0.040254237,20 Weeks,B6,WT,M,Alphaproteobacteria
Rhizobiales,BW10,0.055084746,20 Weeks,B6,WT,M,Alphaproteobacteria
Rhizobiales,BW11,0.008474576,20 Weeks,B6,WT,M,Alphaproteobacteria
Rhizobiales,BW12,0.012711864,20 Weeks,B6,WT,M,Alphaproteobacteria
Rhodobacterales,AK1,0,8 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodobacterales,AK2,0,8 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodobacterales,AK3,0,8 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodobacterales,AK4,0,8 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodobacterales,AK5,0,8 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodobacterales,AK6,0,8 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodobacterales,AK7,0.272727273,8 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodobacterales,AK8,0.227272727,8 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodobacterales,AK9,0,8 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodobacterales,AK10,0.045454545,8 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodobacterales,AK11,0,8 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodobacterales,AW1,0,8 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodobacterales,AW2,0,8 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodobacterales,AW3,0,8 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodobacterales,AW4,0,8 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodobacterales,AW5,0,8 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodobacterales,AW6,0,8 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodobacterales,AW7,0,8 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodobacterales,AW8,0,8 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodobacterales,AW9,0,8 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodobacterales,AW10,0,8 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodobacterales,AW11,0,8 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodobacterales,BK1,0,8 Weeks,B6,KO,F,Alphaproteobacteria
Rhodobacterales,BK2,0,8 Weeks,B6,KO,F,Alphaproteobacteria
Rhodobacterales,BK3,0,8 Weeks,B6,KO,F,Alphaproteobacteria
Rhodobacterales,BK4,0,8 Weeks,B6,KO,F,Alphaproteobacteria
Rhodobacterales,BK5,0,8 Weeks,B6,KO,F,Alphaproteobacteria
Rhodobacterales,BK6,0.045454545,8 Weeks,B6,KO,M,Alphaproteobacteria
Rhodobacterales,BK7,0,8 Weeks,B6,KO,M,Alphaproteobacteria
Rhodobacterales,BK8,0,8 Weeks,B6,KO,M,Alphaproteobacteria
Rhodobacterales,BK9,0,8 Weeks,B6,KO,M,Alphaproteobacteria
Rhodobacterales,BK10,0.045454545,8 Weeks,B6,KO,M,Alphaproteobacteria
Rhodobacterales,BK11,0,8 Weeks,B6,KO,M,Alphaproteobacteria
Rhodobacterales,BW1,0,8 Weeks,B6,WT,F,Alphaproteobacteria
Rhodobacterales,BW2,0,8 Weeks,B6,WT,F,Alphaproteobacteria
Rhodobacterales,BW3,0.045454545,8 Weeks,B6,WT,F,Alphaproteobacteria
Rhodobacterales,BW4,0,8 Weeks,B6,WT,F,Alphaproteobacteria
Rhodobacterales,BW5,0,8 Weeks,B6,WT,F,Alphaproteobacteria
Rhodobacterales,BW6,0,8 Weeks,B6,WT,M,Alphaproteobacteria
Rhodobacterales,BW7,0,8 Weeks,B6,WT,M,Alphaproteobacteria
Rhodobacterales,BW8,0,8 Weeks,B6,WT,M,Alphaproteobacteria
Rhodobacterales,BW9,0,8 Weeks,B6,WT,M,Alphaproteobacteria
Rhodobacterales,BW10,0,8 Weeks,B6,WT,M,Alphaproteobacteria
Rhodobacterales,BW11,0,8 Weeks,B6,WT,M,Alphaproteobacteria
Rhodobacterales,AK1,0,20 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodobacterales,AK2,0,20 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodobacterales,AK3,0,20 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodobacterales,AK4,0,20 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodobacterales,AK5,0,20 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodobacterales,AK6,0,20 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodobacterales,AK7,0,20 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodobacterales,AK8,0,20 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodobacterales,AK9,0,20 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodobacterales,AK10,0,20 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodobacterales,AK11,0,20 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodobacterales,AK12,0,20 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodobacterales,AW1,0,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodobacterales,AW2,0,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodobacterales,AW3,0,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodobacterales,AW4,0,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodobacterales,AW5,0,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodobacterales,AW6,0,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodobacterales,AW7,0,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodobacterales,AW8,0,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodobacterales,AW9,0,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodobacterales,AW10,0,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodobacterales,AW11,0.045454545,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodobacterales,AW12,0,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodobacterales,BK1,0,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhodobacterales,BK2,0,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhodobacterales,BK3,0,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhodobacterales,BK4,0,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhodobacterales,BK5,0.045454545,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhodobacterales,BK6,0.045454545,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhodobacterales,BK7,0,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhodobacterales,BK8,0,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhodobacterales,BK9,0,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhodobacterales,BK10,0,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhodobacterales,BK11,0,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhodobacterales,BK12,0,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhodobacterales,BW1,0,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhodobacterales,BW2,0,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhodobacterales,BW3,0,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhodobacterales,BW4,0,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhodobacterales,BW5,0,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhodobacterales,BW6,0,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhodobacterales,BW7,0.090909091,20 Weeks,B6,WT,M,Alphaproteobacteria
Rhodobacterales,BW8,0,20 Weeks,B6,WT,M,Alphaproteobacteria
Rhodobacterales,BW9,0.045454545,20 Weeks,B6,WT,M,Alphaproteobacteria
Rhodobacterales,BW10,0.045454545,20 Weeks,B6,WT,M,Alphaproteobacteria
Rhodobacterales,BW11,0,20 Weeks,B6,WT,M,Alphaproteobacteria
Rhodobacterales,BW12,0,20 Weeks,B6,WT,M,Alphaproteobacteria
Rhodospirillales,AK1,0.026237833,8 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodospirillales,AK2,0.025391452,8 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodospirillales,AK3,0.008463817,8 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodospirillales,AK4,0.011426153,8 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodospirillales,AK5,0.004655099,8 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodospirillales,AK6,0.001269573,8 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodospirillales,AK7,0.033432078,8 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodospirillales,AK8,0.016927634,8 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodospirillales,AK9,0.010156581,8 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodospirillales,AK10,0.013965298,8 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodospirillales,AK11,0.040203132,8 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodospirillales,AW1,0.068556919,8 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodospirillales,AW2,0.004655099,8 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodospirillales,AW3,0.000423191,8 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodospirillales,AW4,0,8 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodospirillales,AW5,0,8 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodospirillales,AW6,0,8 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodospirillales,AW7,0,8 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodospirillales,AW8,0.003808718,8 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodospirillales,AW9,0.004231909,8 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodospirillales,AW10,0.005924672,8 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodospirillales,AW11,0.005924672,8 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodospirillales,BK1,0.001269573,8 Weeks,B6,KO,F,Alphaproteobacteria
Rhodospirillales,BK2,0.002539145,8 Weeks,B6,KO,F,Alphaproteobacteria
Rhodospirillales,BK3,0.000846382,8 Weeks,B6,KO,F,Alphaproteobacteria
Rhodospirillales,BK4,0.002539145,8 Weeks,B6,KO,F,Alphaproteobacteria
Rhodospirillales,BK5,0.002115954,8 Weeks,B6,KO,F,Alphaproteobacteria
Rhodospirillales,BK6,0.001269573,8 Weeks,B6,KO,M,Alphaproteobacteria
Rhodospirillales,BK7,0,8 Weeks,B6,KO,M,Alphaproteobacteria
Rhodospirillales,BK8,0.000846382,8 Weeks,B6,KO,M,Alphaproteobacteria
Rhodospirillales,BK9,0.005501481,8 Weeks,B6,KO,M,Alphaproteobacteria
Rhodospirillales,BK10,0.011849344,8 Weeks,B6,KO,M,Alphaproteobacteria
Rhodospirillales,BK11,0.003808718,8 Weeks,B6,KO,M,Alphaproteobacteria
Rhodospirillales,BW1,0.010156581,8 Weeks,B6,WT,F,Alphaproteobacteria
Rhodospirillales,BW2,0.000423191,8 Weeks,B6,WT,F,Alphaproteobacteria
Rhodospirillales,BW3,0.002962336,8 Weeks,B6,WT,F,Alphaproteobacteria
Rhodospirillales,BW4,0.005501481,8 Weeks,B6,WT,F,Alphaproteobacteria
Rhodospirillales,BW5,0,8 Weeks,B6,WT,F,Alphaproteobacteria
Rhodospirillales,BW6,0,8 Weeks,B6,WT,M,Alphaproteobacteria
Rhodospirillales,BW7,0.000423191,8 Weeks,B6,WT,M,Alphaproteobacteria
Rhodospirillales,BW8,0.001269573,8 Weeks,B6,WT,M,Alphaproteobacteria
Rhodospirillales,BW9,0.004231909,8 Weeks,B6,WT,M,Alphaproteobacteria
Rhodospirillales,BW10,0.002115954,8 Weeks,B6,WT,M,Alphaproteobacteria
Rhodospirillales,BW11,0.005924672,8 Weeks,B6,WT,M,Alphaproteobacteria
Rhodospirillales,AK1,0.001692763,20 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodospirillales,AK2,0.000423191,20 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodospirillales,AK3,0.002115954,20 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodospirillales,AK4,0.002539145,20 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodospirillales,AK5,0,20 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodospirillales,AK6,0,20 Weeks,AJ,KO,F,Alphaproteobacteria
Rhodospirillales,AK7,0.006771054,20 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodospirillales,AK8,0.015658062,20 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodospirillales,AK9,0,20 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodospirillales,AK10,0.000423191,20 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodospirillales,AK11,0,20 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodospirillales,AK12,0.008463817,20 Weeks,AJ,KO,M,Alphaproteobacteria
Rhodospirillales,AW1,0.010579771,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodospirillales,AW2,0,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodospirillales,AW3,0.001692763,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodospirillales,AW4,0.003385527,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodospirillales,AW5,0.002962336,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodospirillales,AW6,0.000846382,20 Weeks,AJ,WT,F,Alphaproteobacteria
Rhodospirillales,AW7,0.000423191,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodospirillales,AW8,0.001692763,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodospirillales,AW9,0.035971223,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodospirillales,AW10,0.018620398,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodospirillales,AW11,0.040626322,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodospirillales,AW12,0.049936521,20 Weeks,AJ,WT,M,Alphaproteobacteria
Rhodospirillales,BK1,0.006771054,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhodospirillales,BK2,0.001269573,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhodospirillales,BK3,0.003808718,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhodospirillales,BK4,0.004655099,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhodospirillales,BK5,0.008887008,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhodospirillales,BK6,0.013118917,20 Weeks,B6,KO,F,Alphaproteobacteria
Rhodospirillales,BK7,0.003385527,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhodospirillales,BK8,0.016927634,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhodospirillales,BK9,0.031739314,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhodospirillales,BK10,0.002115954,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhodospirillales,BK11,0,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhodospirillales,BK12,0.052475667,20 Weeks,B6,KO,M,Alphaproteobacteria
Rhodospirillales,BW1,0.121032586,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhodospirillales,BW2,0.000423191,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhodospirillales,BW3,0.007617435,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhodospirillales,BW4,0.005501481,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhodospirillales,BW5,0.000846382,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhodospirillales,BW6,0.000846382,20 Weeks,B6,WT,F,Alphaproteobacteria
Rhodospirillales,BW7,0.056284384,20 Weeks,B6,WT,M,Alphaproteobacteria
Rhodospirillales,BW8,0.009310199,20 Weeks,B6,WT,M,Alphaproteobacteria
Rhodospirillales,BW9,0.007194245,20 Weeks,B6,WT,M,Alphaproteobacteria
Rhodospirillales,BW10,0.008463817,20 Weeks,B6,WT,M,Alphaproteobacteria
Rhodospirillales,BW11,0.032585696,20 Weeks,B6,WT,M,Alphaproteobacteria
Rhodospirillales,BW12,0.048666949,20 Weeks,B6,WT,M,Alphaproteobacteria
Burkholderiales,AK1,0.018331096,8 Weeks,AJ,KO,F,Betaproteobacteria
Burkholderiales,AK2,0.017453269,8 Weeks,AJ,KO,F,Betaproteobacteria
Burkholderiales,AK3,0.020654756,8 Weeks,AJ,KO,F,Betaproteobacteria
Burkholderiales,AK4,0.025870082,8 Weeks,AJ,KO,F,Betaproteobacteria
Burkholderiales,AK5,0.109573479,8 Weeks,AJ,KO,F,Betaproteobacteria
Burkholderiales,AK6,0.065269028,8 Weeks,AJ,KO,M,Betaproteobacteria
Burkholderiales,AK7,0.02540535,8 Weeks,AJ,KO,M,Betaproteobacteria
Burkholderiales,AK8,0.038314572,8 Weeks,AJ,KO,M,Betaproteobacteria
Burkholderiales,AK9,0.031498503,8 Weeks,AJ,KO,M,Betaproteobacteria
Burkholderiales,AK10,0.027780646,8 Weeks,AJ,KO,M,Betaproteobacteria
Burkholderiales,AK11,0.029897759,8 Weeks,AJ,KO,M,Betaproteobacteria
Burkholderiales,AW1,0.037643292,8 Weeks,AJ,WT,F,Betaproteobacteria
Burkholderiales,AW2,0,8 Weeks,AJ,WT,F,Betaproteobacteria
Burkholderiales,AW3,0.000361458,8 Weeks,AJ,WT,F,Betaproteobacteria
Burkholderiales,AW4,0.001910565,8 Weeks,AJ,WT,F,Betaproteobacteria
Burkholderiales,AW5,0.001755654,8 Weeks,AJ,WT,F,Betaproteobacteria
Burkholderiales,AW6,0,8 Weeks,AJ,WT,M,Betaproteobacteria
Burkholderiales,AW7,5.16E-05,8 Weeks,AJ,WT,M,Betaproteobacteria
Burkholderiales,AW8,0.002426934,8 Weeks,AJ,WT,M,Betaproteobacteria
Burkholderiales,AW9,0.002581844,8 Weeks,AJ,WT,M,Betaproteobacteria
Burkholderiales,AW10,0.002220386,8 Weeks,AJ,WT,M,Betaproteobacteria
Burkholderiales,AW11,0.002633481,8 Weeks,AJ,WT,M,Betaproteobacteria
Burkholderiales,BK1,0.000464732,8 Weeks,B6,KO,F,Betaproteobacteria
Burkholderiales,BK2,0.000309821,8 Weeks,B6,KO,F,Betaproteobacteria
Burkholderiales,BK3,0.007125891,8 Weeks,B6,KO,F,Betaproteobacteria
Burkholderiales,BK4,0.006093153,8 Weeks,B6,KO,F,Betaproteobacteria
Burkholderiales,BK5,0.003253124,8 Weeks,B6,KO,F,Betaproteobacteria
Burkholderiales,BK6,0.001962202,8 Weeks,B6,KO,M,Betaproteobacteria
Burkholderiales,BK7,0.001600744,8 Weeks,B6,KO,M,Betaproteobacteria
Burkholderiales,BK8,0.001910565,8 Weeks,B6,KO,M,Betaproteobacteria
Burkholderiales,BK9,0.013477228,8 Weeks,B6,KO,M,Betaproteobacteria
Burkholderiales,BK10,0.00929464,8 Weeks,B6,KO,M,Betaproteobacteria
Burkholderiales,BK11,0.001290922,8 Weeks,B6,KO,M,Betaproteobacteria
Burkholderiales,BW1,0.001704017,8 Weeks,B6,WT,F,Betaproteobacteria
Burkholderiales,BW2,0.003356398,8 Weeks,B6,WT,F,Betaproteobacteria
Burkholderiales,BW3,0.001858928,8 Weeks,B6,WT,F,Betaproteobacteria
Burkholderiales,BW4,0.012702675,8 Weeks,B6,WT,F,Betaproteobacteria
Burkholderiales,BW5,0.007952081,8 Weeks,B6,WT,F,Betaproteobacteria
Burkholderiales,BW6,0.010688836,8 Weeks,B6,WT,M,Betaproteobacteria
Burkholderiales,BW7,0.033099246,8 Weeks,B6,WT,M,Betaproteobacteria
Burkholderiales,BW8,0.024785707,8 Weeks,B6,WT,M,Betaproteobacteria
Burkholderiales,BW9,0.027264278,8 Weeks,B6,WT,M,Betaproteobacteria
Burkholderiales,BW10,0.021016214,8 Weeks,B6,WT,M,Betaproteobacteria
Burkholderiales,BW11,0.011411753,8 Weeks,B6,WT,M,Betaproteobacteria
Burkholderiales,AK1,0.004027677,20 Weeks,AJ,KO,F,Betaproteobacteria
Burkholderiales,AK2,0.002375297,20 Weeks,AJ,KO,F,Betaproteobacteria
Burkholderiales,AK3,0.004802231,20 Weeks,AJ,KO,F,Betaproteobacteria
Burkholderiales,AK4,0.005680058,20 Weeks,AJ,KO,F,Betaproteobacteria
Burkholderiales,AK5,0.001600744,20 Weeks,AJ,KO,F,Betaproteobacteria
Burkholderiales,AK6,0.001962202,20 Weeks,AJ,KO,F,Betaproteobacteria
Burkholderiales,AK7,0.002013839,20 Weeks,AJ,KO,M,Betaproteobacteria
Burkholderiales,AK8,0.001962202,20 Weeks,AJ,KO,M,Betaproteobacteria
Burkholderiales,AK9,0.001239285,20 Weeks,AJ,KO,M,Betaproteobacteria
Burkholderiales,AK10,0.00697098,20 Weeks,AJ,KO,M,Betaproteobacteria
Burkholderiales,AK11,0.00697098,20 Weeks,AJ,KO,M,Betaproteobacteria
Burkholderiales,AK12,0.003717856,20 Weeks,AJ,KO,M,Betaproteobacteria
Burkholderiales,AW1,0.004389136,20 Weeks,AJ,WT,F,Betaproteobacteria
Burkholderiales,AW2,0.00082619,20 Weeks,AJ,WT,F,Betaproteobacteria
Burkholderiales,AW3,0.001239285,20 Weeks,AJ,WT,F,Betaproteobacteria
Burkholderiales,AW4,0.001549107,20 Weeks,AJ,WT,F,Betaproteobacteria
Burkholderiales,AW5,0.001807291,20 Weeks,AJ,WT,F,Betaproteobacteria
Burkholderiales,AW6,0.00082619,20 Weeks,AJ,WT,F,Betaproteobacteria
Burkholderiales,AW7,0.000464732,20 Weeks,AJ,WT,M,Betaproteobacteria
Burkholderiales,AW8,0.000413095,20 Weeks,AJ,WT,M,Betaproteobacteria
Burkholderiales,AW9,0.002943303,20 Weeks,AJ,WT,M,Betaproteobacteria
Burkholderiales,AW10,0.002736755,20 Weeks,AJ,WT,M,Betaproteobacteria
Burkholderiales,AW11,0.000981101,20 Weeks,AJ,WT,M,Betaproteobacteria
Burkholderiales,AW12,0.001394196,20 Weeks,AJ,WT,M,Betaproteobacteria
Burkholderiales,BK1,0.010637199,20 Weeks,B6,KO,F,Betaproteobacteria
Burkholderiales,BK2,0.001704017,20 Weeks,B6,KO,F,Betaproteobacteria
Burkholderiales,BK3,0.010740473,20 Weeks,B6,KO,F,Betaproteobacteria
Burkholderiales,BK4,0.01244449,20 Weeks,B6,KO,F,Betaproteobacteria
Burkholderiales,BK5,0.001704017,20 Weeks,B6,KO,F,Betaproteobacteria
Burkholderiales,BK6,0.002168749,20 Weeks,B6,KO,F,Betaproteobacteria
Burkholderiales,BK7,0.002943303,20 Weeks,B6,KO,M,Betaproteobacteria
Burkholderiales,BK8,0.004027677,20 Weeks,B6,KO,M,Betaproteobacteria
Burkholderiales,BK9,0.004957141,20 Weeks,B6,KO,M,Betaproteobacteria
Burkholderiales,BK10,0.002891666,20 Weeks,B6,KO,M,Betaproteobacteria
Burkholderiales,BK11,5.16E-05,20 Weeks,B6,KO,M,Betaproteobacteria
Burkholderiales,BK12,0.009811009,20 Weeks,B6,KO,M,Betaproteobacteria
Burkholderiales,BW1,0.013425591,20 Weeks,B6,WT,F,Betaproteobacteria
Burkholderiales,BW2,0.015232882,20 Weeks,B6,WT,F,Betaproteobacteria
Burkholderiales,BW3,0.034958174,20 Weeks,B6,WT,F,Betaproteobacteria
Burkholderiales,BW4,0.009707735,20 Weeks,B6,WT,F,Betaproteobacteria
Burkholderiales,BW5,0.028348652,20 Weeks,B6,WT,F,Betaproteobacteria
Burkholderiales,BW6,0.033718889,20 Weeks,B6,WT,F,Betaproteobacteria
Burkholderiales,BW7,0.012599401,20 Weeks,B6,WT,M,Betaproteobacteria
Burkholderiales,BW8,0.007900444,20 Weeks,B6,WT,M,Betaproteobacteria
Burkholderiales,BW9,0.007332438,20 Weeks,B6,WT,M,Betaproteobacteria
Burkholderiales,BW10,0.010947021,20 Weeks,B6,WT,M,Betaproteobacteria
Burkholderiales,BW11,0.014096871,20 Weeks,B6,WT,M,Betaproteobacteria
Burkholderiales,BW12,0.020499845,20 Weeks,B6,WT,M,Betaproteobacteria
Neisseriales,AK1,0,8 Weeks,AJ,KO,F,Betaproteobacteria
Neisseriales,AK2,0,8 Weeks,AJ,KO,F,Betaproteobacteria
Neisseriales,AK3,0,8 Weeks,AJ,KO,F,Betaproteobacteria
Neisseriales,AK4,0,8 Weeks,AJ,KO,F,Betaproteobacteria
Neisseriales,AK5,0.055555556,8 Weeks,AJ,KO,F,Betaproteobacteria
Neisseriales,AK6,0.111111111,8 Weeks,AJ,KO,M,Betaproteobacteria
Neisseriales,AK7,0.111111111,8 Weeks,AJ,KO,M,Betaproteobacteria
